id;nom;prenoms;Genre;nomproduit;categorie;prixunitaire;dateachat
1527;Diallo;Nadia;Female;Rillettes de thon au piment d'Espelette;Charcuterie;1500;2023-01-07 11:54:00.0000000
1528;Coleman;Faith;Female;Jambon des Ardennes;Charcuterie;2000;2023-09-21 14:21:00.0000000
1529;Bello;Aminata;Female;Masque capillaire Garnier;Produits de soin capillaire;1800;2023-06-01 21:53:00.0000000
1530;Scott;Margaret;Female;Baume pour les lèvres Carmex;Produits de soin des lèvres;700;2022-02-01 08:48:00.0000000
1531;Scott;Evelyn;Female;Saucisson à l'ail;Charcuterie;1300;2022-09-26 11:38:00.0000000
1532;Diop;Emeka;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2022-12-17 23:57:00.0000000
1533;Miller;Robert;Male;Pâté de chevreuil;Charcuterie;1800;2022-02-16 02:48:00.0000000
1534;Traoré;Sadia;Female;Lotion anti-imperfections Garnier;Produits de soin pour le visage;1200;2022-11-01 03:29:00.0000000
1535;Nelson;Derek;Male;Lingettes démaquillantes apaisantes Nivea;Produits de démaquillage;800;2022-01-19 18:06:00.0000000
1536;Moyo;Simba;Male;Pâté de faisan;Charcuterie;1800;2022-02-23 11:34:00.0000000
1537;Mensah;Kwame;Male;Lotion purifiante pour le visage L'Oréal;Produits de soin pour le visage;1200;2022-08-03 20:45:00.0000000
1538;Osei;Kwabena;Male;Paquet de biscuits Oreo;Biscuits;1000;2022-04-10 04:16:00.0000000
1539;Adebayo;Babajide;Male;Paquet de riz long grain;Alimentation;1000;2022-08-07 09:48:00.0000000
1540;Bennett;Tyler;Male;Lotion apaisante après-rasage Nivea;Produits de rasage;700;2022-01-29 14:21:00.0000000
1541;White;Joseph;Male;Gel nettoyant visage purifiant L'Oréal;Produits de soin pour le visage;1800;2022-11-24 06:35:00.0000000
1542;Murphy;Cynthia;Female;Shampooing volumateur Timotei;Produits de soin capillaire;1500;2022-10-10 00:43:00.0000000
1543;Tetteh;Jabari;Male;Gel douche nourrissant à l'huile d'amande Neutrogena;Produits de douche;1200;2022-06-07 21:49:00.0000000
1544;Adekunle;Lamidi;Male;Paquet de chips Lay's;Snack;750;2022-05-14 02:07:00.0000000
1545;Jackson;David;Male;Saucisse de volaille;Charcuterie;1600;2022-03-30 18:02:00.0000000
1546;Cooper;Gary;Male;Boîte de mouchoirs en papier Tempo;Hygiène;750;2022-11-28 14:21:00.0000000
1547;Balogun;Babatunde;Male;Jambon de la Vallée d'Aoste;Charcuterie;2000;2022-12-13 03:56:00.0000000
1548;Wood;Erica;Female;Gel douche hydratant Dove;Produits de douche;1200;2022-04-24 14:53:00.0000000
1549;Taylor;Shawn;Male;Paquet de chips Lay's;Snack;750;2022-01-28 18:39:00.0000000
1550;Nkrumah;Jabari;Male;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2022-04-12 10:41:00.0000000
1551;Osei;Kwabena;Male;Saucisse de Strasbourg;Charcuterie;1600;2022-03-19 15:12:00.0000000
1552;Davis;Cody;Male;Crème de jour anti-rides Nivea;Produits de soin pour le visage;1200;2022-01-26 22:42:00.0000000
1553;Camara;Fanta;Female;Shampooing anti-chute Vichy;Produits de soin capillaire;1800;2022-06-06 10:15:00.0000000
1554;Mensah;Osei;Male;Pot de crème hydratante Nivea;Hygiène;1500;2022-02-01 17:22:00.0000000
1555;Richardson;Chloe;Female;Terrine de chevreuil;Charcuterie;1700;2022-03-09 18:58:00.0000000
1556;Keita;Kwadwo;Male;Pot de pâte à tartiner Nutella;Sucrerie;2000;2022-05-05 12:15:00.0000000
1557;Johnson;Emily;Female;Lotion anti-rougeurs pour le visage Avène;Produits de soin pour le visage;1200;2022-01-05 19:46:00.0000000
1558;Okoro;Uzoma;Male;Terrine de gibier;Charcuterie;1500;2022-02-02 01:59:00.0000000
1559;Green;Gloria;Female;Crème de jour anti-taches Nivea;Produits de soin pour le visage;1200;2022-01-04 03:11:00.0000000
1560;Thomas;Barbara;Female;Saucisson à la noisette;Charcuterie;1700;2022-10-24 20:14:00.0000000
1561;Eze;Nneka;Female;Lingettes démaquillantes Nivea;Produits de démaquillage;800;2022-07-21 20:21:00.0000000
1562;Diallo;Nadia;Female;Gel nettoyant visage purifiant Neutrogena;Produits de soin pour le visage;1800;2022-02-15 18:50:00.0000000
1563;Bailey;Sofia;Female;Soin hydratant intense pour le visage Nivea;Produits de soin pour le visage;2500;2022-07-10 09:22:00.0000000
1564;Onyeama;Ngozi;Female;Sac de riz Basmati;Alimentation;4000;2022-02-14 17:09:00.0000000
1565;Oumar;Sanaa;Female;Bouteille de sirop de grenadine;Boisson;750;2022-10-12 16:41:00.0000000
1566;Bah;Nabila;Female;Gel coiffant effet mouillé Schwarzkopf;Produits de coiffure;1500;2022-09-14 11:32:00.0000000
1567;Jane;Akafo;Female;Saucisson aux noisettes;Charcuterie;1400;2022-10-01 21:57:00.0000000
1568;Ndlovu;Tariq;Male;Chorizo;Charcuterie;2000;2022-12-24 06:50:00.0000000
1569;Toure;Sekou;Male;Crème réparatrice pour les mains Neutrogena;Produits de soin pour les mains;1000;2022-11-19 07:06:00.0000000
1570;Diop;Sekou;Male;Crème de jour anti-rides Nivea;Produits de soin pour le visage;1200;2022-11-20 15:24:00.0000000
1571;Traoré;Bintou;Female;Sachet de feuilles de thé;Thé;500;2022-09-23 23:55:00.0000000
1572;Turner;Ryan;Male;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2022-12-15 08:18:00.0000000
1573;Nkrumah;Fatima;Female;Saucisse de veau;Charcuterie;1600;2022-08-28 05:31:00.0000000
1574;Mensah;Kwame;Male;Saucisson à l'ail;Charcuterie;1300;2022-11-25 18:39:00.0000000
1575;Kamara;Nadia;Female;Gel nettoyant visage doux Nivea;Produits de soin pour le visage;1800;2022-07-03 11:12:00.0000000
1576;Ross;Deborah;Female;Saucisse de Toulouse;Charcuterie;1600;2022-03-17 21:18:00.0000000
1577;Cox;Aria;Female;Bouteille de sirop de grenadine;Boisson;750;2022-12-21 09:59:00.0000000
1578;Wilson;James;Male;Jambon de Luxeuil;Charcuterie;2000;2022-04-07 07:44:00.0000000
1579;Harris;James;Male;Bouteille d'eau minérale Cristaline;Eau;500;2022-06-24 08:59:00.0000000
1580;Amponsah;Kwaku;Female;Gel nettoyant visage La Roche-Posay;Produits de soin pour le visage;1800;2022-07-22 01:58:00.0000000
1581;Johnson;Emily;Female;Pâté de sanglier;Charcuterie;1800;2022-01-24 02:48:00.0000000
1582;Jackson;David;Male;Terrine de faisan;Charcuterie;1700;2022-05-26 14:22:00.0000000
1583;Camara;Oumar;Male;Poulet entier fermier;Viande;3000;2022-09-26 05:32:00.0000000
1584;Baker;Eli;Male;Boîte de conserve de thon Petit Navire;Poisson;1000;2022-06-02 07:19:00.0000000
1585;Powell;Nicholas;Male;Sachet de thé rooibos;Thé;500;2022-11-09 12:52:00.0000000
1586;Rivera;Jacob;Male;Gel douche nourrissant Dove;Produits de douche;1200;2022-10-13 14:31:00.0000000
1587;Hernandez;Bella;Female;Bouteille d'eau minérale Cristaline;Eau;500;2022-10-31 16:42:00.0000000
1588;Hall;Anna;Female;Terrine de lapin;Charcuterie;1600;2022-11-01 07:28:00.0000000
1589;Lee;James;Male;Crème solaire enfant biodégradable Uriage;Produits de protection solaire;2000;2022-07-16 09:11:00.0000000
1590;Reed;Stella;Female;Saucisson au genièvre;Charcuterie;1400;2022-11-16 15:44:00.0000000
1591;Baker;Sandra;Female;Rillettes de thon à l'huile d'olive;Charcuterie;1500;2022-12-27 07:05:00.0000000
1592;James;Gabriel;Male;Démaquillant yeux waterproof Garnier;Produits de démaquillage;1200;2022-10-19 10:19:00.0000000
1593;White;Lauren;Female;Pâté de volaille;Charcuterie;1200;2022-08-11 13:35:00.0000000
1594;Kelly;Marie;Female;Terrine de sanglier;Charcuterie;1700;2022-05-30 12:11:00.0000000
1595;Scott;Alexis;Female;Crème solaire enfant biodégradable Uriage;Produits de protection solaire;2000;2022-04-23 03:29:00.0000000
1596;Ogbonna;Chinwe;Female;Pot de confiture Bonne Maman;Condiment;1500;2022-03-02 14:12:00.0000000
1597;Wilson;Hudson;Male;Pâté de campagne;Charcuterie;1200;2022-02-21 13:33:00.0000000
1598;Chukwu;Obinna;Male;Soin contour des lèvres L'Oréal;Produits de soin des lèvres;700;2022-03-24 02:27:00.0000000
1599;Coleman;Diane;Female;Crème de jour anti-taches Nivea;Produits de soin pour le visage;1200;2022-07-23 19:17:00.0000000
1600;Sanders;Theresa;Female;Crème réparatrice pour les pieds Scholl;Produits de soin pour les pieds;1500;2022-11-19 12:56:00.0000000
1601;Asante;Kwame;Male;Pâté de chevreuil;Charcuterie;1800;2022-12-30 12:10:00.0000000
1602;Coleman;Diane;Female;Gel douche nourrissant à l'huile d'amande Neutrogena;Produits de douche;1200;2022-10-20 06:02:00.0000000
1603;Nwachukwu;Chinelo;Female;Sac de farine de blé;Alimentation;1500;2022-06-13 20:14:00.0000000
1604;Camara;Fanta;Female;Jambon d'Auvergne;Charcuterie;2000;2022-01-26 04:02:00.0000000
1605;Kamara;Nadia;Female;Terrine de chevreuil;Charcuterie;1700;2022-02-25 03:58:00.0000000
1606;Coleman;Billy;Male;Démaquillant Garnier;Produits de démaquillage;1200;2022-05-18 02:56:00.0000000
1607;Brooks;Brian;Male;Dentifrice protection caries Sensodyne;Produits d'hygiène dentaire;500;2022-05-28 01:33:00.0000000
1608;Ward;Lawrence;Male;Jambon de Bayonne;Charcuterie;1900;2022-06-13 06:17:00.0000000
1609;Gonzalez;Elizabeth;Female;Pâté de lapin aux herbes de Provence;Charcuterie;1800;2022-02-27 15:39:00.0000000
1610;Adewale;Babajide;Male;Pâté de porc;Charcuterie;1200;2022-05-07 20:43:00.0000000
1611;Camara;Fatoumata;Female;Paquet de couches Pampers;Hygiène;2500;2022-06-10 21:19:00.0000000
1612;Torres;Morgan;Female;Sac de riz Basmati;Alimentation;4000;2022-05-11 05:30:00.0000000
1613;Green;Adrian;Male;Baume réparateur pour les lèvres Bepanthen;Produits de soin des lèvres;700;2022-12-25 04:51:00.0000000
1614;Enrick;John;Male;Gel coiffant effet mouillé Schwarzkopf;Produits de coiffure;1500;2022-03-03 05:20:00.0000000
1615;Johnson;Ashley;Female;Paquet de couches Pampers;Hygiène;2500;2022-12-06 21:47:00.0000000
1616;Adekunle;Lamidi;Male;Pâté de faisan;Charcuterie;1800;2022-03-31 10:22:00.0000000
1617;Russell;Helen;Female;Saucisson à la figue;Charcuterie;1600;2022-07-20 20:11:00.0000000
1618;Hill;Anthony;Male;Saucisse de canard fumée;Charcuterie;1600;2022-12-19 06:52:00.0000000
1619;Mensah;Kwame;Male;Bouteille de lait frais Lactel;Lait;1000;2022-06-17 06:09:00.0000000
1620;Moyo;Simba;Male;Déodorant Rexona;Produits d'hygiène;800;2022-03-05 16:03:00.0000000
1621;Osei;Kwabena;Male;Lingettes rafraîchissantes pour le visage Nivea;Produits de démaquillage;800;2022-01-29 01:44:00.0000000
1622;Bonsu;Osei;Male;Bouteille de vin rouge Merlot;Vin;2500;2022-01-18 23:04:00.0000000
1623;Okafor;Amaechi;Female;Terrine de gibier;Charcuterie;1500;2022-02-03 03:14:00.0000000
1624;Johnson;Ashley;Female;Déodorant stick Narta;Produits d'hygiène;800;2022-05-20 02:33:00.0000000
1625;Nwachukwu;Adanna;Female;Rillettes de canard;Charcuterie;1400;2022-06-25 08:17:00.0000000
1626;Ogbonna;Chinwe;Female;Paquet de chips Tortilla;Snack;1000;2022-02-24 11:25:00.0000000
1627;Jones;Daniel;Male;Gel douche relaxant à la lavande L'Occitane;Produits de douche;1200;2022-01-29 18:19:00.0000000
1628;Mensah;Osei;Male;Lotion tonique purifiante Neutrogena;Produits de soin pour le visage;1200;2022-08-25 01:43:00.0000000
1629;Tetteh;Jabari;Male;Lingettes démaquillantes Nivea;Produits de démaquillage;800;2022-04-21 17:19:00.0000000
1630;Osei;Kwabena;Male;Gel coiffant effet brillant Schwarzkopf;Produits de coiffure;1500;2022-07-08 03:50:00.0000000
1631;Abubakar;Aisha;Female;Crème solaire peaux sensibles Avène;Produits de protection solaire;2000;2022-04-02 00:44:00.0000000
1632;Nwadike;Nneka;Female;Baume pour les lèvres Carmex;Produits de soin des lèvres;700;2022-05-10 08:45:00.0000000
1633;Kamara;Jamila;Female;Déodorant stick Narta;Produits d'hygiène;800;2022-11-28 03:07:00.0000000
1634;Cissé;Nabila;Female;Sachet de sucre roux;Sucrerie;500;2022-02-04 06:56:00.0000000
1635;Boateng;Adjoa;Female;Boudin blanc;Charcuterie;1400;2022-06-18 06:55:00.0000000
1636;Smith;Olivia;Female;Démaquillant pour les yeux bi-phasé Nivea;Produits de démaquillage;1200;2022-09-03 01:11:00.0000000
1637;Asante;Kwame;Male;Terrine de biche;Charcuterie;1700;2022-09-17 11:46:00.0000000
1638;Bonsu;Osei;Male;Sachet de chips au fromage;Snack;1000;2022-05-21 01:35:00.0000000
1639;Jalloh;Jelani;Male;Sachet de sel iodé;Condiment;500;2022-06-04 09:56:00.0000000
1640;Watson;Evelyn;Female;Démaquillant yeux bi-phasé waterproof L'Oréal;Produits de démaquillage;1200;2022-05-13 22:44:00.0000000
1641;Carter;Wendy;Female;Terrine de gibier;Charcuterie;1500;2022-11-12 15:55:00.0000000
1642;Diaz;Martha;Female;Crème réparatrice Cicabiafine;Produits de soin pour le corps;1500;2022-11-25 21:41:00.0000000
1643;Okafor;Amaechi;Female;Baume après-rasage hydratant Nivea;Produits de rasage;700;2022-06-27 01:59:00.0000000
1644;Mensah;Kwame;Male;Pâté de lapin aux noisettes;Charcuterie;1800;2022-11-18 01:46:00.0000000
1645;Richardson;Joseph;Male;Jambon du Bourbonnais;Charcuterie;2000;2022-10-23 11:44:00.0000000
1646;Cox;Ryan;Male;Dentifrice blanchissant Colgate;Produits d'hygiène dentaire;500;2022-03-09 18:55:00.0000000
1647;Adams;Justin;Male;Rillettes de thon au basilic;Charcuterie;1500;2022-09-17 15:12:00.0000000
1648;Baker;Eli;Male;Soin liftant anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-03-29 12:48:00.0000000
1649;Green;Gloria;Female;Paquet de couches Pampers;Hygiène;2500;2022-09-29 06:10:00.0000000
1650;Diop;Emeka;Male;Soin liftant anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-07-20 23:29:00.0000000
1651;Johnson;Alex;Male;Sachet de poivre noir;Condiment;500;2022-10-02 19:00:00.0000000
1652;Nwachukwu;Adanna;Female;Dentifrice Signal;Produits d'hygiène dentaire;500;2022-06-04 09:15:00.0000000
1653;Camara;Fatoumata;Female;Terrine de pigeon;Charcuterie;1700;2022-03-12 17:20:00.0000000
1654;Green;Adrian;Male;Saucisse de veau;Charcuterie;1600;2022-03-01 20:57:00.0000000
1655;Cissé;Nabila;Female;Saucisson à la coriandre;Charcuterie;1400;2022-04-06 06:00:00.0000000
1656;Reed;Patrick;Male;Dentifrice blancheur intense Colgate;Produits d'hygiène dentaire;500;2022-08-07 21:09:00.0000000
1657;Nwachukwu;Chinelo;Female;Pâté de canard;Charcuterie;1500;2022-04-04 19:07:00.0000000
1658;Diallo;Fanta;Female;Paquet de spaghetti;Alimentation;750;2022-06-20 21:16:00.0000000
1659;Lopez;Jasmine;Female;Saucisse de canard;Charcuterie;1600;2022-01-01 09:52:00.0000000
1660;Garcia;Julia;Male;Poulet entier fermier;Viande;3000;2022-08-28 00:09:00.0000000
1661;Hall;Zachary;Male;Poulet entier fermier;Viande;3000;2022-12-03 19:27:00.0000000
1662;Boateng;Adjoa;Female;Rillettes d'oie;Charcuterie;1500;2022-03-24 13:45:00.0000000
1663;Flores;Katelyn;Female;Saucisse de Montbéliard;Charcuterie;1900;2022-08-31 13:18:00.0000000
1664;Diaz;Samuel;Male;Saucisse de foie;Charcuterie;1800;2022-06-10 21:30:00.0000000
1665;Sise;Omaru;Male;Pâté de chevreuil;Charcuterie;1800;2022-05-28 04:31:00.0000000
1666;Kelly;Marie;Female;Jambon fumé;Charcuterie;1400;2022-08-28 15:20:00.0000000
1667;Azikiwe;Amina;Female;Soin contour des lèvres L'Oréal;Produits de soin des lèvres;700;2022-05-18 16:16:00.0000000
1668;Zulu;Sibongile;Female;Pot de crème hydratante Nivea;Hygiène;1500;2022-12-18 10:32:00.0000000
1669;Smith;Olivia;Female;Boîte de haricots verts en conserve;Condiment;750;2022-04-26 15:52:00.0000000
1670;Washington;Camila;Female;Sachet de feuilles de thé;Thé;500;2022-03-31 09:31:00.0000000
1671;Osei;Kwabena;Male;Sachet de mélange d'épices pour tajine;Condiment;750;2022-06-06 01:51:00.0000000
1672;Cissé;Nabila;Female;Sac de pommes de terre;Légumes;1000;2022-10-06 10:30:00.0000000
1673;Wood;Jason;Male;Bouteille de Jack Daniel;Liqueur;5000;2022-12-19 13:46:00.0000000
1674;Jalloh;Jelani;Male;Lotion hydratante pour le visage Nivea;Produits de soin pour le visage;1200;2022-05-21 20:12:00.0000000
1675;Mitchell;Anna;Female;Déodorant stick Narta;Produits d'hygiène;800;2022-11-27 07:17:00.0000000
1676;Kamara;Nadia;Female;Terrine de faisan;Charcuterie;1700;2022-06-05 05:50:00.0000000
1677;Nwadike;Ngozi;Female;Barre de chocolat Milka;Chocolat;750;2022-08-22 08:24:00.0000000
1678;Powell;Victoria;Female;Paquet de couches Pampers;Hygiène;2500;2022-11-21 15:35:00.0000000
1679;Foster;Katherine;Female;Boudin noir;Charcuterie;1500;2022-12-16 14:07:00.0000000
1680;Murphy;Owen;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2022-12-25 06:09:00.0000000
1681;Henderson;Sara;Female;Pâté de sanglier;Charcuterie;1800;2022-05-22 10:18:00.0000000
1682;Perez;William;Male;Saucisson à la figue;Charcuterie;1600;2022-12-23 05:56:00.0000000
1683;Adewale;Babajide;Male;Boîte de maïs en conserve;Condiment;750;2022-12-01 15:35:00.0000000
1684;Collins;Roy;Male;Sachet de sucre Daddy;Sucrerie;500;2022-04-04 08:07:00.0000000
1685;Allen;Miranda;Female;Soin hydratant matifiant Vichy;Produits de soin pour le visage;2500;2022-05-31 09:38:00.0000000
1686;Davis;Sophia;Female;Terrine de biche;Charcuterie;1700;2022-01-07 19:04:00.0000000
1687;Patterson;Willard;Male;Gel douche hydratant à la grenade Neutrogena;Produits de douche;1200;2022-12-07 11:46:00.0000000
1688;Hill;Peter;Male;Terrine de pintade;Charcuterie;1600;2022-09-16 08:00:00.0000000
1689;Wood;Jason;Male;Sachet de chips au fromage;Snack;1000;2022-07-04 00:58:00.0000000
1690;Evans;Paul;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2022-03-19 23:26:00.0000000
1691;Ndlovu;Tariq;Male;Crème solaire peaux sensibles Avène;Produits de protection solaire;2000;2022-08-03 13:19:00.0000000
1692;Mensah;Abigail;Female;Sachet de piment en poudre;Condiment;500;2022-02-08 04:39:00.0000000
1693;Diallo;Mamadou;Male;Baume après-rasage sans alcool Nivea;Produits de rasage;700;2022-07-14 05:39:00.0000000
1694;Hernandez;William;Male;Saucisson de Lyon;Charcuterie;1400;2022-01-17 19:06:00.0000000
1695;Cox;Ronald;Male;Coppa;Charcuterie;1600;2022-01-12 15:38:00.0000000
1696;Kamara;Jamila;Female;Shampooing réparateur L'Oréal;Produits de soin capillaire;1500;2022-01-11 10:17:00.0000000
1697;Adekunle;Femi;Male;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2022-11-27 21:18:00.0000000
1698;Taylor;Claire;Female;Baume à cuticules Sally Hansen;Produits de soin pour les ongles;1000;2022-01-06 21:12:00.0000000
1699;Cissé;Nabila;Female;Pâté de volaille;Charcuterie;1200;2022-08-28 13:42:00.0000000
1700;Smith;Olivia;Female;Lotion tonique purifiante Neutrogena;Produits de soin pour le visage;1200;2022-04-01 13:11:00.0000000
1701;Jalloh;Saidi;Male;Déodorant spray sans gaz propulseur Nivea;Produits d'hygiène;800;2022-11-28 19:31:00.0000000
1702;Chukwu;Mamoudou;Male;Pâté de volaille;Charcuterie;1200;2022-10-05 01:48:00.0000000
1703;Adeyemi;Oluwaseun;Male;Crème de nuit nourrissante Nivea;Produits de soin pour le visage;1200;2022-10-01 04:43:00.0000000
1704;Howard;Bobby;Male;Dentifrice blancheur Oral-B;Produits d'hygiène dentaire;500;2022-08-13 00:23:00.0000000
1705;Lee;Matthew;Male;Pâté de marcassin;Charcuterie;1900;2022-04-24 19:00:00.0000000
1706;Nwachukwu;Chinelo;Female;Crème de jour hydratante et protectrice Nivea;Produits de soin pour le visage;1200;2022-05-11 15:35:00.0000000
1707;Asante;Kwame;Male;Terrine de pigeon;Charcuterie;1700;2022-08-07 18:18:00.0000000
1708;Moyo;Simba;Male;Soin hydratant intense pour le visage Nivea;Produits de soin pour le visage;2500;2022-03-04 12:28:00.0000000
1709;Traoré;Bintou;Female;Jambon cru;Charcuterie;1700;2022-02-18 23:55:00.0000000
1710;Bailey;Melissa;Female;Sachet de riz Mama Africa;Alimentation;2000;2022-12-30 05:32:00.0000000
1711;Murphy;Jesse;Male;Masque capillaire Garnier;Produits de soin capillaire;1800;2022-05-18 18:09:00.0000000
1712;Nwachukwu;Chinelo;Female;Paquet de chips Tortilla;Snack;1000;2022-04-09 04:27:00.0000000
1713;Adeyemi;Kemi;Female;Terrine de campagne;Charcuterie;1900;2022-08-14 16:40:00.0000000
1714;Camara;Fanta;Female;Déodorant Rexona;Produits d'hygiène;800;2022-04-01 12:31:00.0000000
1715;Ross;Allison;Female;Boîte de kleenex;Hygiène;1000;2022-05-06 10:53:00.0000000
1716;Brown;Michael;Male;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2022-04-17 06:43:00.0000000
1717;Reed;Nicole;Female;Gel coiffant L'Oréal;Produits de coiffure;1500;2022-11-20 18:21:00.0000000
1718;Bah;Saidou;Male;Shampooing réparateur L'Oréal;Produits de soin capillaire;1500;2022-11-25 12:47:00.0000000
1719;Ba;Adama;Female;Boîte de conserve de thon Petit Navire;Poisson;1000;2022-08-25 15:33:00.0000000
1720;Roberts;Christina;Female;Pâté de porc;Charcuterie;1200;2022-08-11 17:26:00.0000000
1721;Flores;Natalie;Female;Lotion anti-âge pour le visage L'Oréal;Produits de soin pour le visage;1200;2022-11-05 16:45:00.0000000
1722;Adewale;Chiamaka;Female;Pâté de campagne;Charcuterie;1200;2022-07-24 22:20:00.0000000
1723;Perez;Elijah;Male;Saucisson à la mirabelle;Charcuterie;1400;2022-02-26 19:05:00.0000000
